YEAR,STATE,Population,Male,Female,Under 5 years,5 to 9 years,10 to 14 years,15 to 17 years,18 and 19 years,20 years,21 years,22 to 24 years,25 to 29 years,30 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 and 61 years,62 to 64 years,65 to 74 years,75 to 84 years,85 years and over,White,Black or African American,American Indian and Alaska Native,Asian and Pacific Islander and Other,Less than Bachelor's degree,Bachelor's degree,Graduate or professional degree
2015,Mississippi,5984666,1448495,1543838,188849,214272,201065,123821,97633,44158,49557,120641,191415,182506,385487,375597,202233,74101,100037,262037,131106,47818,1758586,1128475,11723,31374,1838472,271198,154656
2015,Missouri,12167344,2983645,3100027,374370,394003,383841,240352,169794,86764,87128,250208,398642,397567,733744,807305,428490,160182,220334,540203,286170,124575,5011327,709969,25808,121088,3493614,759811,437681
2015,Montana,2065898,519026,513923,60420,64845,63246,37716,29040,14131,13258,43964,62900,65757,118633,128947,74223,32046,44892,105390,52630,20911,918701,4725,65106,10105,584546,149891,72285
2015,Nebraska,3792380,942589,953601,130664,132098,131634,76234,53798,27456,30448,81275,120212,132440,232446,231101,126169,46691,64833,152851,83122,42718,1671988,90535,17360,41127,1029139,267972,128449
2015,Nevada,5781690,1447456,1443389,176933,191233,189784,110605,65066,36430,37586,115041,209805,202105,388122,390850,181199,71158,102816,264352,120527,37233,1952341,246720,33607,249892,1745848,316705,159737
2015,New Hampshire,2661216,657716,672892,63509,69829,79666,50327,41424,16728,19233,52678,77963,77352,156414,205373,110385,38857,52513,129371,61183,27803,1245262,21292,1561,34268,717074,220006,130197
2015,New Jersey,17916026,4374892,4583121,529254,548166,566775,354670,222060,113955,116997,339752,572600,579380,1168897,1323526,646146,228442,304442,754320,389135,199496,6060267,1198613,16870,852796,4520324,1549058,889766
2015,New Mexico,4170218,1035143,1049966,134230,141553,140337,83296,57456,29342,32454,88893,136779,135647,246672,256724,142006,53191,75935,196638,94983,38973,1530670,47873,193512,30637,1211542,207035,167116
2015,New York,39591582,9616592,10179199,1185088,1135365,1162921,729793,525808,292358,284587,838398,1494081,1381499,2498772,2760964,1352469,513813,677428,1661791,869931,430725,12621132,3081333,69933,1678632,10498391,3000007,2084226
2015,North Carolina,20085604,4896006,5146796,598858,642590,654511,392091,286165,139021,149788,417134,664690,633440,1312886,1364407,670409,253814,347453,906975,441678,166892,6934715,2172492,120513,273312,5669728,1366672,718352
2015,North Dakota,1513856,388152,368776,52172,49861,43235,26046,23627,12995,12381,44594,59750,54350,86540,88569,49724,18796,26931,56590,32169,18598,667900,15681,37745,10549,429991,117467,38156
2015,Ohio,23226846,5683951,5929472,689288,718862,753824,467834,311886,163475,163836,447948,764007,722356,1400811,1575665,836258,314544,443275,1044297,537991,257266,9519055,1426291,21901,238463,6762539,1427478,793598
2015,Oklahoma,7822676,1939555,1971783,262951,271828,268107,158211,111786,57796,56982,165814,267928,268027,479383,481745,252792,98554,133403,334259,175271,66501,2838386,286314,286598,82069,2290449,449042,210750
2015,Oregon,8057954,1992162,2036815,229139,244650,238199,149164,98665,51042,54445,159212,274431,278879,527375,517829,264966,115240,165963,396146,182433,81199,3433909,76980,50126,178530,2230890,599295,337640
2015,Pennsylvania,25605006,6262246,6540257,714892,750131,747764,479233,364629,180385,178848,490894,853864,794777,1501855,1774180,945070,364930,479858,1199864,656960,324369,10386678,1408512,25085,424369,7326686,1746151,1037646
2015,Rhode Island,2112596,511773,544525,54393,61176,58058,38248,35402,18115,17125,43698,75288,67732,123682,148812,79258,28693,36086,94652,48236,27644,848845,65504,4563,35751,590722,154528,99173
2015,South Carolina,9792292,2385096,2511050,287488,310877,302956,187987,141666,69602,71196,204542,325719,305860,600449,651938,330652,128077,183183,490838,218046,85070,3292094,1344114,13761,73703,2874443,614961,317434
2015,South Dakota,1716938,431540,426929,59597,60136,55902,34045,26076,13466,10841,35298,55612,56311,98348,104609,60180,22542,30993,72702,40855,20956,725937,13172,71102,12648,485610,118630,44549
2015,Tennessee,13200598,3214689,3385610,399237,414645,423160,256758,175518,93842,93899,269753,440018,425783,841160,893939,459186,167709,229912,607647,293726,114407,5129336,1110412,19294,109984,3897567,773448,435484
2015,Texas,54938228,13625413,13843701,1966708,2052116,2003725,1186235,782422,415517,404632,1184898,2002091,1975773,3725435,3496526,1631946,609807,809776,1928709,935127,357671,20587917,3298173,132948,1268894,15084057,3469297,1706976
2015,Utah,5991838,1506383,1489536,249969,261342,256235,144787,90415,43807,52482,154933,215695,224811,402256,307739,144544,60129,78933,180733,92672,34437,2611340,34524,35407,92831,1505518,390955,187113
2015,Vermont,1252084,308552,317490,30172,32235,34511,23242,21197,11342,11180,23509,34558,36175,69851,90388,49471,21135,26992,64715,30750,14619,593056,7996,2698,9014,334052,107132,64698
2015,Virginia,16765986,4126326,4256667,510917,527609,517609,313679,235815,123613,119694,348739,593072,579733,1095902,1169438,565149,213909,280671,708163,337578,141703,5718051,1612831,22773,529982,4312387,1300025,900767
2015,Washington,14340702,3585221,3585130,444671,462010,434856,270433,180277,97604,99451,291735,528800,521564,926769,948243,487492,186234,253586,624151,285286,127189,5513655,262552,92403,614561,3817865,1125013,615503
2015,West Virginia,3688256,908559,935569,101954,103222,107073,67198,47627,26214,23488,67005,111598,106276,230444,246590,132299,55871,80908,197545,97995,40821,1722847,71194,2140,14616,1197164,164523,102994
2015,Wisconsin,11542674,2868297,2903040,336843,366301,364306,224589,153601,82408,82477,241815,353676,371780,696695,798893,426763,158151,212276,506537,267557,126669,4965524,362290,51752,157835,3304471,802338,372489
2015,Wyoming,1172214,295102,291005,38150,39510,40390,21450,18544,10629,7578,21109,40887,41553,72140,69973,43484,16504,21659,49573,23295,9679,536320,4727,12968,5145,341889,69392,35326
2017,Alabama,9749494,2359896,2514851,288897,299117,314609,191438,144738,71784,66400,188157,323695,305183,596006,630330,329812,131137,190228,480913,239635,82668,3312718,1307467,25181,68489,2904775,557871,318040
2017,Alaska,1479590,385776,354019,52919,54491,48746,29025,18733,10098,11721,32501,62707,55442,97124,89052,49003,20316,24876,56838,20163,6040,474856,22107,109948,58215,411151,91041,52422
2017,Arizona,14032540,3487722,3528548,435041,439162,478839,279686,196728,102146,98519,274787,499445,453882,859457,850441,433857,166409,247021,701165,368747,130938,5442417,307655,317974,248970,3949288,910169,524085
2017,Arkansas,6008558,1479682,1524597,186640,199930,199660,122203,87222,42885,42543,114798,197480,185306,370996,375887,194372,76817,110516,291595,151735,53694,2293307,458367,19110,56436,1803151,322091,170604
2017,California,79073306,19650051,19886602,2460425,2468508,2597863,1530590,1038897,568062,559827,1633208,3124228,2893997,5232877,5159747,2495755,950597,1317255,3198555,1585672,720590,23181769,2271917,313859,5919228,21099992,5992810,3386465
2017,Colorado,11214308,2820169,2786985,332593,346265,369721,213780,147800,73843,75941,225143,436176,430994,762156,714756,367628,138809,197850,481344,208191,84164,4720495,229436,56792,187651,2704924,1056083,583788
2017,Connecticut,7176368,1750647,1837537,182194,195071,224082,140931,103326,52010,48358,148358,222189,221952,421380,515325,268023,100593,143298,339078,169679,92337,2723013,380578,11268,164449,1821221,589193,435492
2017,Delaware,1923878,465510,496429,54907,56924,57597,34885,25041,14347,12233,32319,69339,61610,111068,124532,67129,27926,38865,104358,49955,18904,662084,210356,2729,39174,537956,128209,91461
2017,District of Columbia,1387944,329078,364894,45065,36908,26838,15787,20466,12331,11763,30200,83304,79050,102128,76277,35580,14321,19962,48189,24812,10991,284536,318220,1690,28801,268626,133773,166975
2017,Florida,41968800,10254267,10730133,1129322,1140517,1200363,730578,497499,263591,262469,739884,1398111,1309726,2535767,2761337,1456547,562458,780999,2344869,1324851,545512,15768315,3394508,63635,602024,12166169,2991493,1625958
2017,Georgia,20858758,5070721,5358658,655223,688623,735809,435110,308612,149330,134157,426489,732221,689145,1384136,1418289,671921,261306,337158,870469,395669,135712,6122956,3292061,36855,419509,5689936,1399457,825221
2017,Hawaii,2855076,716350,711188,89573,86081,84064,46279,30365,15060,20368,58004,104970,101094,181837,173608,94201,37242,51042,144861,72362,36527,357113,23386,2661,690910,782445,226577,112519
2017,Idaho,3433886,862720,854223,116226,119492,131776,75791,50599,22997,22225,66049,112022,109506,215657,198380,109621,46535,57473,160366,72509,29719,1546011,11347,21589,26192,965170,213231,95257
2017,Illinois,25604046,6294900,6507123,767348,777382,844216,506144,339329,171959,173082,515506,899293,866136,1647140,1678264,868447,340591,459591,1123624,575066,248905,9119912,1818986,29910,699828,6756492,1970297,1180144
2017,Indiana,13333636,3286152,3380666,419552,434312,448343,271824,191836,100770,99010,265854,448004,420012,818483,855973,447621,176307,245031,599762,294381,129743,5577897,623961,12397,149807,3836439,815622,440726
2017,Iowa,6291422,1562265,1583446,198623,203009,206217,122501,96966,49041,43851,131594,197362,195425,374473,382916,218856,85845,114408,291104,157351,76169,2831066,107076,10791,87590,1772574,441603,201184
2017,Kansas,5826246,1452573,1460550,193049,207461,193992,118073,84319,42730,44881,124090,196486,187625,354624,343221,190176,76098,108847,255640,127857,63954,2462215,167207,21426,89552,1526310,432951,241287
2017,Kentucky,8908378,2194850,2259339,276356,279149,286155,172944,128233,65468,61304,165627,301958,271813,555670,584245,315741,118072,162406,424189,209335,75524,3872670,361637,7777,68405,2678766,459285,301534
2017,Louisiana,9368666,2289695,2394638,306213,305733,311993,185303,136494,67163,63786,187371,329357,325119,588273,577426,306691,127588,169712,420819,199791,75501,2890818,1521339,23848,86333,2796879,515702,262510
2017,Maine,2671814,654763,681144,64390,69707,73513,46592,35695,15152,17122,41996,79732,78981,151118,184823,108626,43271,58448,159161,72834,34746,1261611,16372,9340,15385,759238,203631,118836
2017,Maryland,12104354,2935822,3116355,363313,364376,387944,231317,150573,76901,75539,234610,420917,416354,772536,844542,428485,162356,219828,532895,260613,109078,3322483,1806673,18931,393471,2980086,955989,769152
2017,Massachusetts,13719638,3333270,3526549,360336,364268,396449,249531,210528,102159,104004,283971,500228,471919,835762,942394,486459,189662,254325,636036,313847,157941,5387411,531887,15097,453710,3283628,1262070,943537
2017,Michigan,19924622,4907242,5055069,572370,581055,628301,394135,272022,139833,144041,411244,674391,591970,1157393,1328423,718892,290467,392661,978239,478891,207983,7814775,1374615,53461,311003,5698682,1295432,792336
2017,Minnesota,11153212,2780714,2795892,353860,361500,367960,214462,147395,72582,70037,210394,373878,384929,701136,708904,394482,145599,210584,492811,249371,116722,4610465,361130,60803,275238,2844968,957335,476521
2017,Mississippi,5968200,1446473,1537627,182467,194302,214312,123472,101796,45971,45652,116787,187806,174917,377902,371222,195996,74511,111268,279707,137127,48885,1735887,1134333,13746,28789,1818717,285883,164947
2017,Missouri,12227064,3002694,3110838,374001,375209,400738,237713,167949,86336,82834,238477,418070,396392,729164,773476,427294,168576,227034,583687,303484,123098,5013597,698380,25567,133474,3459507,800210,466154
2017,Montana,2100986,526357,524136,61405,64135,65625,38730,26043,15284,13879,41726,67273,65394,125034,123311,72861,34158,45419,114268,55121,20827,930548,4635,64908,8516,577701,166306,76591
2017,Nebraska,3840152,959273,960803,131679,130641,136511,75766,53032,27801,27934,77458,129807,129264,235957,225511,126181,49047,68582,167846,86214,40845,1677092,88952,15619,48362,1025909,283131,136439
2017,Nevada,5996078,1506252,1491787,184055,193972,190212,115718,65566,36540,35376,113420,221581,214479,400006,396715,196390,72357,102973,286595,130841,41243,1936859,274550,37910,275786,1786427,354056,173599
2017,New Hampshire,2685590,665741,677054,63523,68021,77507,49144,37605,19290,16780,52920,82223,81654,151687,196140,113302,39080,57598,143104,62692,30525,1249751,22409,1785,36223,714452,232077,138071
2017,New Jersey,18011288,4396848,4608796,520361,533631,574204,350600,225250,113479,117069,336512,581934,580460,1159791,1277960,640344,254733,322844,801569,422717,192186,6112238,1217572,17843,890032,4420098,1622630,984120
2017,New Mexico,4176140,1034144,1053926,126427,134970,144707,83618,62770,26639,28701,88763,137091,136972,250144,239784,141515,56160,79880,212171,100204,37554,1582020,44431,199887,31111,1209553,223998,164797
2017,New York,39698798,9637896,10211503,1157597,1117817,1163438,714645,522666,272582,264728,814794,1516772,1406595,2471713,2661217,1346547,552137,705102,1786400,929667,444982,12523357,3136984,76069,1742060,10398321,3085845,2211736
2017,North Carolina,20546838,4998538,5274881,601181,629442,665657,404910,290054,146195,137489,407306,701761,650393,1305272,1390045,684650,265000,364066,987947,463493,178558,7066745,2206579,119909,304057,5684100,1498406,789723
2017,North Dakota,1510786,388300,367093,52802,49455,46420,24459,22640,13571,13016,37126,59646,54733,89406,82316,48512,20169,28453,61449,34440,16780,654116,23294,41706,13239,417709,119677,44871
2017,Ohio,23317218,5709254,5949355,695130,702748,744908,459211,317289,156772,157784,442882,796348,729053,1383026,1519661,826621,334922,452638,1118412,572324,248880,9480074,1441353,23720,261734,6717640,1483259,855713
2017,Oklahoma,7861728,1948986,1981878,262561,264705,274269,159948,113472,59512,54588,155395,275231,263230,486405,468148,255094,97506,139668,351495,181227,68410,2837492,286716,302400,93867,2280881,462936,225564
2017,Oregon,8285552,2054016,2088760,232253,242751,250856,147914,104561,56225,53895,153126,290003,288531,549489,517835,267444,113447,165578,432538,197285,79045,3497242,77750,47692,197803,2259105,639234,370663
2017,Pennsylvania,25611074,6272521,6533016,705018,709879,779203,470871,352518,168824,167195,491187,867486,814236,1489221,1699842,924152,373571,515791,1278851,667406,330286,10339488,1437081,23523,448013,7169951,1839015,1131600
2017,Rhode Island,2119278,513198,546441,55019,55184,59103,37666,37247,18081,16736,43634,76079,69677,123187,142657,75391,31813,41593,101085,52128,23359,866258,66660,5580,39186,593789,161053,97825
