year,state,candidate,party,outcome
1998,Oregon,John Lim,republican,0.0
1998,Oregon,Michael A. Campbell,other,0.0
1998,Oregon,Jim Brewster,other,0.0
1998,Oregon,Ron Wyden,democrat,1.0
1998,Pennsylvania,Dean Snyder,other,0.0
1998,Pennsylvania,Bill Lloyd,democrat,0.0
1998,Pennsylvania,Arlen Specter,republican,1.0
1998,Pennsylvania,Jack Iannantuono,other,0.0
1998,South Carolina,Bob Inglis,republican,0.0
1998,South Carolina,Richard T. Quillian,other,0.0
1998,South Carolina,Ernest F. Hollings,democrat,1.0
1998,South Dakota,Tom Daschle,democrat,1.0
1998,South Dakota,Byron Dale,other,0.0
1998,South Dakota,Ron Schmidt,republican,0.0
1998,Utah,Gary R. Van Horn,other,0.0
1998,Utah,Scott Leckman,democrat,0.0
1998,Utah,Robert F. Bennett,republican,1.0
1998,Vermont,Hugh Douglas,other,0.0
1998,Vermont,Jerry Levy,other,0.0
1998,Vermont,Barry M. Nelson,other,0.0
1998,Vermont,Patrick J. Leahy,democrat,1.0
1998,Vermont,Bob (Dr. Bob) Melamede,other,0.0
1998,Vermont,Fred H. Tuttle,republican,0.0
1998,Washington,Patty Murray,democrat,1.0
1998,Washington,Linda Smith,republican,0.0
1998,Wisconsin,Mark W. Neumann,republican,0.0
1998,Wisconsin,Eugene A. Hem,other,0.0
1998,Wisconsin,Tom Ender,other,0.0
1998,Wisconsin,Robert R. Raymond,other,0.0
1998,Wisconsin,Russell D. Feingold,democrat,1.0
2000,Arizona,William Toel,other,0.0
2000,Arizona,Vance Hansen,other,0.0
2000,Arizona,Jon Kyl,republican,1.0
2000,Arizona,Barry J. Hess II,other,0.0
2000,California,"Jose Luis ""Joe"" Camahort",other,0.0
2000,California,Medea Susan Benjamin,other,0.0
2000,California,Tom Campbell,republican,0.0
2000,California,Dianne Feinstein,democrat,1.0
2000,California,Brian M. Rees,other,0.0
2000,California,Diane Beall Templin,other,0.0
2000,California,Gail Katherine Lightfoot,other,0.0
2000,Connecticut,Joseph I. Lieberman,democrat,1.0
2000,Connecticut,Willdey J. Moore,other,0.0
2000,Connecticut,Phil Giordano,republican,0.0
2000,Connecticut,"William Kozak, Jr.",other,0.0
2000,Delaware,Thomas R. Carper,democrat,1.0
2000,Delaware,J. Burke Morrison,other,0.0
2000,Delaware,Mark E. Dankof,other,0.0
2000,Delaware,"William V. Roth, Jr.",republican,0.0
2000,Delaware,Robert Mattson,other,0.0
2000,Florida,Darrell L. McCormick,other,0.0
2000,Florida,Bill Nelson,democrat,1.0
2000,Florida,Bill McCollum,republican,0.0
2000,Florida,Willie Logan,other,0.0
2000,Florida,Joe Simonetta,other,0.0
2000,Florida,Joel Deckard,other,0.0
2000,Florida,Andy Martin,other,0.0
2000,Georgia,Mack F. Mattingly,other,0.0
2000,Georgia,Paul Robert MacGregor,other,0.0
2000,Georgia,Ben Ballenger,other,0.0
2000,Georgia,Jeff Gates,other,0.0
2000,Georgia,Zell Miller,other,1.0
2000,Georgia,Winnie Walsh,other,0.0
2000,Hawaii,John Carroll,republican,0.0
2000,Hawaii,Lloyd Jeffrey Mallan,other,0.0
2000,Hawaii,Lauri A. Clegg,other,0.0
2000,Hawaii,David Porter,other,0.0
2000,Hawaii,Daniel K. Akaka,democrat,1.0
2000,Indiana,Paul Hager,other,0.0
2000,Indiana,Richard G. Lugar,republican,1.0
2000,Indiana,David L. Johnson,democrat,0.0
2000,Maine,Mark W. Lawrence,democrat,0.0
2000,Maine,Olympia J. Snowe,republican,1.0
2000,Maryland,Paul H. Rappaport,republican,0.0
2000,Maryland,Paul S. Sarbanes,democrat,1.0
2000,Massachusetts,Philip F. Lawler,other,0.0
2000,Massachusetts,Carla A. Howell,other,0.0
2000,Massachusetts,Philip Hyde III,other,0.0
2000,Massachusetts,Edward M. Kennedy,democrat,1.0
2000,Massachusetts,Dale E. Friedgen,other,0.0
2000,Massachusetts,Jack E. Robinson III,republican,0.0
2000,Michigan,Michael R. Corliss,other,0.0
2000,Michigan,William Quarton,other,0.0
2000,Michigan,Mark A. Forton,other,0.0
2000,Michigan,Debbie Stabenow,democrat,1.0
2000,Michigan,Spencer Abraham,republican,0.0
2000,Michigan,John Mangopoulos,other,0.0
2000,Michigan,Matthew R. Abel,other,0.0
2000,Minnesota,David Daniels,other,0.0
2000,Minnesota,Mark Dayton,other,1.0
2000,Minnesota,James (Jim) Gibson,other,0.0
2000,Minnesota,David Swan,other,0.0
2000,Minnesota,Rebecca Ellis,other,0.0
2000,Minnesota,Rod Grams,republican,0.0
2000,Minnesota,Erik D. Pakieser,other,0.0
2000,Mississippi,Jim Giles,other,0.0
2000,Mississippi,Trent Lott,republican,1.0
2000,Mississippi,Shawn O'Hara,other,0.0
2000,Mississippi,"Troy D. Brown, Sr.",democrat,0.0
2000,Mississippi,Lewis Napper,other,0.0
2000,Missouri,Hugh Foley,other,0.0
2000,Missouri,Evaline Taylor,other,0.0
2000,Missouri,Charles Dockins,other,0.0
2000,Missouri,John Ashcroft,republican,0.0
2000,Missouri,Mel Carnahan,democrat,1.0
2000,Missouri,Grant Samuel Stauffer,other,0.0
2000,Montana,Gary Lee,other,0.0
2000,Montana,Brian Schweitzer,democrat,0.0
2000,Montana,Conrad Burns,republican,1.0
2000,Nebraska,Don Stenberg,republican,0.0
2000,Nebraska,Ben Nelson,democrat,1.0
2000,Nevada,John Ensign,republican,1.0
2000,Nevada,J. J. Johnson,other,0.0
2000,Nevada,Ernie Berghof,other,0.0
2000,Nevada,Bill Grutzmacher,other,0.0
2000,Nevada,Ed Bernstein,democrat,0.0
2000,Nevada,Kathryn Rusco,other,0.0
2000,New Jersey,J. M. Carter,other,0.0
2000,New Jersey,Bob Franks,republican,0.0
2000,New Jersey,Jon S. Corzine,democrat,1.0
2000,New Jersey,Gregory Pason,other,0.0
2000,New Jersey,Pat DiNizio,other,0.0
2000,New Jersey,George Gostigian,other,0.0
2000,New Jersey,Emerson Ellett,other,0.0
2000,New Jersey,Nancy Rosenstock,other,0.0
2000,New Jersey,Bruce Afran,other,0.0
2000,New Jersey,Lorraine LaNeve,other,0.0
2000,New Jersey,Dennis A. Breen,other,0.0
2000,New Mexico,Bill Redmond,republican,0.0
2000,New Mexico,Jeff Bingaman,democrat,1.0
2000,New York,Louis P. Wein,other,0.0
2000,New York,John O. Adefope,other,0.0
2000,New York,Jeffrey E. Graham,other,0.0
2000,New York,Jacob J. Perasso,other,0.0
2000,New York,Mark J. Dunau,other,0.0
2000,New York,John Clifton,other,0.0
2000,North Dakota,Kent Conrad,other,1.0
2000,North Dakota,Duane Sand,republican,0.0
2000,Ohio,John A. Eastman,other,0.0
2000,Ohio,John R. McAlister,other,0.0
2000,Ohio,Ted Celeste,democrat,0.0
2000,Ohio,Mike DeWine,republican,1.0
2000,Pennsylvania,Ron Klink,democrat,0.0
2000,Pennsylvania,John J. Featherman,other,0.0
2000,Pennsylvania,Robert E. Domske,other,0.0
2000,Pennsylvania,Rick Santorum,republican,1.0
2000,Pennsylvania,Lester B. Searer,other,0.0
2000,Rhode Island,Robert A. Weygand,democrat,0.0
2000,Rhode Island,Lincoln D. Chafee,republican,1.0
2000,Rhode Island,Kenneth P. Proulx,other,0.0
2000,Rhode Island,Christopher Young,other,0.0
2000,Tennessee,Jeff Clark,democrat,0.0
2000,Tennessee,David Jarrod Ownby,other,0.0
2000,Tennessee,Robert Watson,other,0.0
2000,Tennessee,Charles F. Johnson,other,0.0
2000,Tennessee,Bill Frist,republican,1.0
2000,Tennessee,Tom Burrell,other,0.0
2000,Tennessee,Joel Kinstle,other,0.0
2000,Texas,Gene Kelly,democrat,0.0
2000,Texas,Kay Bailey Hutchison,republican,1.0
2000,Texas,Mary J. Ruwart,other,0.0
2000,Texas,Douglas S. Sandage,other,0.0
2000,Utah,Scott N. Howell,democrat,0.0
2000,Utah,Jim Dexter,other,0.0
2000,Utah,Carlton Edward Bowen,other,0.0
2000,Utah,Orrin G. Hatch,republican,1.0
2000,Vermont,Charles W. Russell,other,0.0
2000,Vermont,Rick Hubbard,other,0.0
2000,Vermont,Ed Flanagan,democrat,0.0
2000,Vermont,Jerry Levy,other,0.0
2000,Vermont,Hugh Douglas,other,0.0
2000,Vermont,James M. Jeffords,republican,1.0
2000,Vermont,Billy Greer,other,0.0
2000,Virginia,Charles S. Robb,democrat,0.0
2000,Virginia,George F. Allen,republican,1.0
2000,Washington,Slade Gorton,republican,0.0
2000,Washington,Maria Cantwell,democrat,1.0
2000,Washington,Jeff Jared,other,0.0
2000,West Virginia,Joe Whelan,other,0.0
2000,West Virginia,Robert C. Byrd,democrat,1.0
2000,West Virginia,David T. Gallaher,republican,0.0
2000,Wisconsin,Herb Kohl,democrat,1.0
2000,Wisconsin,Eugene A. Hem,other,0.0
2000,Wisconsin,Tim Peterson,other,0.0
2000,Wisconsin,John Gillespie,republican,0.0
2000,Wisconsin,Robert R. Raymond,other,0.0
2000,Wyoming,Craig Thomas,republican,1.0
2000,Wyoming,Margaret Dawson,other,0.0
2000,Wyoming,Mel Logan,democrat,0.0
2002,Alabama,Jeff Sessions,republican,1.0
2002,Alabama,Jeff Allen,other,0.0
2002,Alabama,Susan Parker,democrat,0.0
2002,Alaska,Jim Dore,other,0.0
2002,Alaska,Ted Stevens,republican,1.0
2002,Alaska,Leonard Karpinski,other,0.0
2002,Alaska,Jim Sykes,other,0.0
2002,Alaska,Frank Vondersaar,democrat,0.0
2002,Arkansas,Tim Hutchinson,republican,0.0
2002,Arkansas,Mark Pryor,democrat,1.0
2002,Colorado,"Doulgas ""Dayhorse"" Campbell",other,0.0
2002,Colorado,Wayne Allard,republican,1.0
2002,Colorado,John Heckman,other,0.0
2002,Colorado,Rick Stanley,other,0.0
2002,Colorado,Tom Strickland,democrat,0.0
2002,Delaware,Maurice Barros,other,0.0
2002,Delaware,Raymond T. Buranello,other,0.0
2002,Delaware,Joseph R. Biden Jr.,democrat,1.0
2002,Delaware,Raymond J. Clatworthy,republican,0.0
2002,Delaware,Robert E. Mattson,other,0.0
2002,Georgia,Saxby Chambliss,republican,1.0
2002,Georgia,Max Cleland,democrat,0.0
2002,Georgia,"Claude ""Sandy"" Thomas",other,0.0
2002,Idaho,Larry E. Craig,republican,1.0
2002,Idaho,Alan Blinken,democrat,0.0
2002,Idaho,Donovan Bramwell,other,0.0
2002,Illinois,Jim Durkin,republican,0.0
2002,Illinois,Steven Burgauer,other,0.0
2002,Illinois,Richard J. Durbin,democrat,1.0
2002,Iowa,Richard J. Moore,other,0.0
2002,Iowa,Timothy A. Harthan,other,0.0
2002,Iowa,Greg Ganske,republican,0.0
2002,Iowa,Tom Harkin,democrat,1.0
2002,Kansas,Steven A. Rosile,other,0.0
2002,Kansas,George Cook,other,0.0
2002,Kansas,Pat Roberts,republican,1.0
2002,Kentucky,Mitch McConnell,republican,1.0
2002,Kentucky,Lois Combs Weinberg,democrat,0.0
2002,Louisiana,Gary D. Robbins,other,0.0
2002,Louisiana,"""Tony"" Perkins",republican,0.0
2002,Louisiana,John Cooksey,republican,0.0
2002,Louisiana,Raymond Brown,democrat,0.0
2002,Louisiana,"Patrick E. ""Live Wire"" Landry",other,0.0
2002,Louisiana,James Lemann,other,0.0
2002,Louisiana,Ernest Edward Skillman Jr.,republican,0.0
2002,Maine,Susan M. Collins,republican,1.0
2002,Maine,Chellie Pingree,democrat,0.0
2002,Massachusetts,Michael E. Cloud,other,0.0
2002,Massachusetts,John F. Kerry,democrat,1.0
2002,Michigan,John S. Mangopoulos,other,0.0
2002,Michigan,Carl Levin,democrat,1.0
2002,Michigan,Andrew Raczkowski,republican,0.0
2002,Michigan,Doug Dern,other,0.0
2002,Michigan,Eric Borregard,other,0.0
2002,Minnesota,Norm Coleman,republican,1.0
2002,Minnesota,Paul Wellstone,other,0.0
2002,Minnesota,Jim Moore,other,0.0
2002,Minnesota,Ray Tricomo,other,0.0
2002,Minnesota,Walter F. Mondale,democrat,0.0
2002,Minnesota,Miro Drago,other,0.0
2002,Mississippi,Thad Cochran,republican,1.0
2002,Mississippi,Shawn O'Hara,other,0.0
2002,Missouri,Jean Carnahan,democrat,0.0
2002,Missouri,Daniel (Digger) Romano,other,0.0
2002,Missouri,Jim Talent,republican,1.0
2002,Missouri,Tamara A. Millay,other,0.0
2002,Montana,Max Baucus,democrat,1.0
2002,Montana,Stan Jones,other,0.0
2002,Montana,Mike Taylor,republican,0.0
2002,Montana,Bob Kelleher,other,0.0
2002,Nebraska,Charlie A. Matulka,democrat,0.0
2002,Nebraska,Phil Chase,other,0.0
2002,Nebraska,Chuck Hagel,republican,1.0
2002,Nebraska,John J. Graziano,other,0.0
2002,New Hampshire,Ken Blevens,other,0.0
2002,New Hampshire,Jeanne Shaheen,democrat,0.0
2002,New Hampshire,John E. Sununu,republican,1.0
2002,New Jersey,Gregory Pason,other,0.0
2002,New Jersey,Elizabeth Macron,other,0.0
2002,New Jersey,Norman E. Wahner,other,0.0
2002,New Jersey,Douglas R. Forrester,republican,0.0
2002,New Jersey,Frank R. Lautenberg,democrat,1.0
2002,New Jersey,Ted Glick,other,0.0
2002,New Mexico,Gloria Tristani,democrat,0.0
2002,New Mexico,Pete V. Domenici,republican,1.0
2002,North Carolina,Sean Haugh,other,0.0
2002,North Carolina,Erskine B. Bowles,democrat,0.0
2002,North Carolina,Elizabeth H. Dole,republican,1.0
2002,Oklahoma,James Germalic,other,0.0
2002,Oklahoma,James M. Inhofe,republican,1.0
2002,Oklahoma,David Walters,democrat,0.0
2002,Oregon,Gordon Smith,republican,1.0
2002,Oregon,Dan Fitzgerald,other,0.0
2002,Oregon,Lon Mabon,other,0.0
2002,Oregon,Bill Bradbury,democrat,0.0
2002,Rhode Island,Jack Reed,democrat,1.0
2002,Rhode Island,Robert G. Tingle,republican,0.0
2002,South Carolina,Ted Adams,other,0.0
2002,South Carolina,Lindsey O. Graham,republican,1.0
2002,South Carolina,Alex Sanders,democrat,0.0
2002,South Carolina,Victor Kocher,other,0.0
2002,South Dakota,Kurt Evans,other,0.0
2002,South Dakota,Tim Johnson,democrat,1.0
2002,South Dakota,John Thune,republican,0.0
2002,Tennessee,Wesley M. Baker,other,0.0
2002,Tennessee,Karl Stanley Davidson,other,0.0
2002,Tennessee,Bob Clement,democrat,0.0
2002,Tennessee,Connie Gammon,other,0.0
2002,Tennessee,Basil J. Marceaux,other,0.0
2002,Tennessee,John Jay Hooker,other,0.0
2002,Tennessee,Lamar Alexander,republican,1.0
2002,Tennessee,H. Gary Keplinger,other,0.0
2002,Texas,Roy H. Williams,other,0.0
2002,Texas,John Cornyn,republican,1.0
2002,Texas,Ron Kirk,democrat,0.0
2002,Texas,Scott Lanier Jameson,other,0.0
2002,Virginia,Nancy B. Spannaus,other,0.0
2002,Virginia,Jacob G. Hornberger Jr.,other,0.0
2002,Virginia,John W. Warner,republican,1.0
2002,West Virginia,Jay Wolfe,republican,0.0
2002,West Virginia,John D. Rockefeller IV,democrat,1.0
2002,Wyoming,Joyce Jansa Corcoran,democrat,0.0
2002,Wyoming,Michael B. Enzi,republican,1.0
2004,Alabama,Richard C. Shelby,republican,1.0
2004,Alabama,Wayne Sowell,democrat,0.0
2004,Alaska,Jim Skyes,other,0.0
2004,Alaska,Tony Knowles,democrat,0.0
2004,Alaska,Lisa Murkowski,republican,1.0
2004,Alaska,Scott A. Kohlhaas,other,0.0
2004,Alaska,Marc J. Millican,other,0.0
2004,Alaska,Jerry Sanders,other,0.0
2004,Alaska,"Ted ""Big"" Gianoutsos",other,0.0
2004,Arizona,Ernest Hancock,other,0.0
2004,Arizona,Stuart Starky,democrat,0.0
2004,Arizona,John McCain,republican,1.0
2004,Arkansas,Blanche L. Lincoln,democrat,1.0
2004,Arkansas,Jim Holt,republican,0.0
2004,California,Barbara Boxer,democrat,1.0
2004,California,Don J. Grundmann,other,0.0
2004,California,"James P. ""Jim"" Gray",other,0.0
2004,California,Marsha Feinland,other,0.0
2004,California,Bill Jones,republican,0.0
2004,Colorado,Ken Salazar,democrat,1.0
2004,Colorado,Finn Gotaas,other,0.0
2004,Colorado,"Douglas ""Dayhorse"" Campbell",other,0.0
2004,Colorado,Richard Randall,other,0.0
2004,Colorado,Victor Good,other,0.0
2004,Colorado,Pete Coors,republican,0.0
2004,Colorado,John R. Harris,other,0.0
2004,Connecticut,Leonard H. Rasch,other,0.0
2004,Connecticut,Jack C. Orchulli,republican,0.0
2004,Connecticut,Christopher J. Dodd,democrat,1.0
2004,Connecticut,Timothy A. Knibbs,other,0.0
2004,Florida,Mel Martinez,republican,1.0
2004,Florida,Betty Castor,democrat,0.0
2004,Florida,Dennis F. Bradley,other,0.0
2004,Georgia,Johnny Isakson,republican,1.0
2004,Georgia,Denise L. Majette,democrat,0.0
2004,Georgia,Allen Buckley,other,0.0
2004,Hawaii,Daniel K. Inouye,democrat,1.0
2004,Hawaii,Jim Brewer,other,0.0
2004,Hawaii,Cam Cavasso,republican,0.0
2004,Hawaii,Jeff Mallan,other,0.0
2004,Idaho,Mike Crapo,republican,1.0
2004,Illinois,Jerry Kohn,other,0.0
2004,Illinois,Alan Keyes,republican,0.0
2004,Illinois,Barack Obama,democrat,1.0
2004,Illinois,Albert J. Franzen,other,0.0
2004,Indiana,Albert Barger,other,0.0
2004,Indiana,Marvin Scott,republican,0.0
2004,Indiana,Evan Bayh,democrat,1.0
2004,Iowa,Arthur Small,democrat,0.0
2004,Iowa,Christy Ann Welty,other,0.0
2004,Iowa,Edwin Fruit,other,0.0
2004,Iowa,Daryl A. Northrop,other,0.0
2004,Iowa,Charles E. Grassley,republican,1.0
2004,Kansas,George Cook,other,0.0
2004,Kansas,Lee Jones,democrat,0.0
2004,Kansas,Steven A. Rosile,other,0.0
2004,Kansas,Sam Brownback,republican,1.0
2004,Kentucky,Daniel Mongiardo,democrat,0.0
2004,Kentucky,Jim Bunning,republican,1.0
2004,Louisiana,John Kennedy,democrat,0.0
2004,Louisiana,Richard M. Fontanesi,other,0.0
2004,Louisiana,"Sam Houston Melton, Jr.",democrat,0.0
2004,Louisiana,Christopher John,democrat,0.0
2004,Louisiana,David Vitter,republican,1.0
2004,Louisiana,Arthur A. Morrell,democrat,0.0
2004,Louisiana,"R. A. ""Skip"" Galan",other,0.0
2004,Maryland,Barbara A. Mikulski,democrat,1.0
2004,Maryland,E. J. Pipkin,republican,0.0
2004,Maryland,Thomas Trump,other,0.0
2004,Maryland,Maria Allwine,other,0.0
2004,Missouri,Nancy Farmer,democrat,0.0
2004,Missouri,Don Griffin,other,0.0
2004,Missouri,Christopher S. Bond,republican,1.0
2004,Missouri,Kevin Tull,other,0.0
2004,Nevada,Richard Ziser,republican,0.0
2004,Nevada,Harry Reid,democrat,1.0
2004,Nevada,Gary Marinch,other,0.0
2004,Nevada,David K. Schumann,other,0.0
2004,Nevada,Thomas L. Hurst,other,0.0
2004,New Hampshire,Doris R. Haddock,democrat,0.0
2004,New Hampshire,Judd Gregg,republican,1.0
2004,New York,David E. McReynolds,other,0.0
2004,New York,Donald Silberger,other,0.0
2004,New York,Marilyn F. O'Grady,other,0.0
2004,New York,Abraham Hirschfeld,other,0.0
2004,New York,Howard Mills,republican,0.0
2004,New York,Martin Koppel,other,0.0
2004,North Carolina,Erskine Bowles,democrat,0.0
2004,North Carolina,Tom Bailey,other,0.0
2004,North Carolina,Richard Burr,republican,1.0
2004,North Dakota,Byron L. Dorgan,democrat,1.0
2004,North Dakota,Mike Liffrig,republican,0.0
2004,Ohio,Eric D. Fingerhut,democrat,0.0
2004,Ohio,George V. Voinovich,republican,1.0
2004,Oklahoma,Brad Carson,democrat,0.0
2004,Oklahoma,Sheila Bilyeu,other,0.0
2004,Oklahoma,Tom Coburn,republican,1.0
2004,Oregon,Teresa Keane,other,0.0
2004,Oregon,Dan Fitzgerald,other,0.0
2004,Oregon,Al King,republican,0.0
2004,Oregon,Ron Wyden,democrat,1.0
2004,Oregon,David Brownlow,other,0.0
2004,Pennsylvania,Betsy Summer,other,0.0
2004,Pennsylvania,James N. Clymer,other,0.0
2004,Pennsylvania,Arlen Specter,republican,1.0
2004,Pennsylvania,Joseph M. Hoeffel,democrat,0.0
2004,South Carolina,Tee Ferguson,other,0.0
2004,South Carolina,Patrick Tyndall,other,0.0
2004,South Carolina,Rebekah E. Sutherland,other,0.0
2004,South Carolina,Jim DeMint,republican,1.0
2004,South Carolina,Inez Tenenbaum,democrat,0.0
2004,South Dakota,Tom Daschle,democrat,0.0
2004,South Dakota,John Thune,republican,1.0
2004,Utah,R. Paul Van Dam,democrat,0.0
2004,Utah,Robert F. Bennett,republican,1.0
2004,Utah,Gary R. Van Horn,other,0.0
2004,Vermont,Ben Mitchell,other,0.0
2004,Vermont,Craig Hill,other,0.0
2004,Vermont,Keith Stern,other,0.0
2004,Vermont,Jack McMullen,republican,0.0
2004,Vermont,Patrick J. Leahy,democrat,1.0
2004,Vermont,Cris Ericson,other,0.0
2004,Washington,Patty Murray,democrat,1.0
2004,Washington,Mark B. Wilson,other,0.0
2004,Washington,George R. Nethercutt,republican,0.0
2004,Washington,J. Mills,other,0.0
2004,Wisconsin,Arif Khan,other,0.0
2004,Wisconsin,Russel D. Feingold,democrat,1.0
2004,Wisconsin,Tim Michels,republican,0.0
2004,Wisconsin,Eugene A. Hem,other,0.0
2006,Arizona,Jim Pederson,democrat,0.0
2006,Arizona,Jon Kyl,republican,1.0
2006,Arizona,Richard Mack,other,0.0
2006,California,Marsha Feinland,other,0.0
2006,California,Don J. Grundmann,other,0.0
2006,California,Dianne Feinstein,democrat,1.0
2006,California,Todd Chretien,other,0.0
2006,California,Michael S. Metti,other,0.0
2006,California,"Richard ""Dick"" Mountjoy",republican,0.0
2006,Connecticut,Joseph I. Lieberman,other,1.0
2006,Connecticut,Timothy A. Knibbs,other,0.0
2006,Connecticut,Alan Schlesinger,republican,0.0
2006,Connecticut,Ned Lamont,democrat,0.0
2006,Connecticut,Ralph A. Ferrucci,other,0.0
2006,Delaware,Jan Ting,republican,0.0
2006,Delaware,William E. Morris,other,0.0
2006,Delaware,Thomas R. Carper,democrat,1.0
2006,Florida,Belinda Noah,other,0.0
2006,Florida,Floyd Ray Frazier,other,0.0
2006,Florida,Bill Nelson,democrat,1.0
2006,Florida,Brian Moore,other,0.0
2006,Florida,Roy Tanner,other,0.0
2006,Florida,Katherine Harris,republican,0.0
2006,Hawaii,Lloyd Jeffrey Mallan,other,0.0
2006,Hawaii,Cynthia Thielen,republican,0.0
2006,Hawaii,Daniel K. Akaka,democrat,1.0
2006,Indiana,Richard G. Lugar,republican,1.0
2006,Indiana,Steve Osborn,other,0.0
2006,Maine,Olympia J. Snowe,republican,1.0
2006,Maine,William H. Slavick,other,0.0
2006,Maine,Jean M. Hay Bright,democrat,0.0
2006,Maryland,Kevin Zeese,other,0.0
2006,Maryland,Michael S. Steele,republican,0.0
2006,Maryland,Benjamin L. Cardin,democrat,1.0
2006,Massachusetts,Edward M. Kennedy,democrat,1.0
2006,Massachusetts,Kenneth G. Chase,republican,0.0
2006,Michigan,Debbie Stabenow,democrat,1.0
2006,Michigan,David Sole,other,0.0
2006,Michigan,Leonard Schwartz,other,0.0
2006,Michigan,W. Dennis FitzSimons,other,0.0
2006,Michigan,Michael Bouchard,republican,0.0
2006,Minnesota,Ben Powers,other,0.0
2006,Minnesota,Mark R. Kennedy,republican,0.0
2006,Minnesota,Michael James Cavlan,other,0.0
2006,Minnesota,Amy Klobuchar,other,1.0
2006,Minnesota,Robert Fitzgerald,other,0.0
2006,Mississippi,Harold M. Taylor,other,0.0
2006,Mississippi,Trent Lott,republican,1.0
2006,Mississippi,Erik R. Fleming,democrat,0.0
2006,Missouri,Frank Gilmour,other,0.0
2006,Missouri,James M. Talent,republican,0.0
2006,Missouri,Lydia Lewis,other,0.0
2006,Missouri,Claire McCaskill,democrat,1.0
2006,Montana,Conrad Burns,republican,0.0
2006,Montana,Stan Jones,other,0.0
2006,Montana,Jon Tester,democrat,1.0
2006,Nebraska,Pete Ricketts,republican,0.0
2006,Nebraska,E. Benjamin Nelson,democrat,1.0
2006,Nevada,David K. Schumann,other,0.0
2006,Nevada,Brendan Trainor,other,0.0
2006,Nevada,John Ensign,republican,1.0
2006,Nevada,Jack Carter,democrat,0.0
2006,New Jersey,"Thomas H. Kean, Jr.",republican,0.0
2006,New Jersey,Robert Menendez,democrat,1.0
2006,New Jersey,Angela L. Lariscy,other,0.0
2006,New Jersey,Daryl Mikell Brooks,other,0.0
2006,New Jersey,Len Flynn,other,0.0
2006,New Jersey,J. M. Carter,other,0.0
2006,New Jersey,Edward Forchion,other,0.0
2006,New Jersey,N. Leonard Smith,other,0.0
2006,New Jersey,Gregory Pason,other,0.0
2006,New Mexico,Allen W. McCulloch,republican,0.0
2006,New Mexico,Jeff Bingaman,democrat,1.0
2006,New York,William Van Auken,other,0.0
2006,New York,Roger Calero,other,0.0
2006,New York,Howie Hawkins,other,0.0
2006,New York,Jeffrey T. Russell,other,0.0
2006,North Dakota,Roland Riemers,other,0.0
2006,North Dakota,James Germalic,other,0.0
2006,North Dakota,Dwight Grotberg,republican,0.0
2006,North Dakota,Kent Conrad,democrat,1.0
2006,Ohio,Mike DeWine,republican,0.0
2006,Ohio,Sherrod Brown,democrat,1.0
2006,Pennsylvania,"Bob Casey, Jr.",democrat,1.0
2006,Pennsylvania,Rick Santorum,republican,0.0
2006,Rhode Island,Lincoln Chafee,republican,0.0
2006,Rhode Island,Sheldon Whitehouse,democrat,1.0
2006,Tennessee,David Gatchell,other,0.0
2006,Tennessee,"Harold E. Ford, Jr.",democrat,0.0
2006,Tennessee,Emory ÃÂ_ÃÂÃÂÃÂ_ÃÂÃÂBoÃÂ_ÃÂÃÂÃÂ_ÃÂÃÂ Heyward,other,0.0
2006,Tennessee,Mary Taylor Shelby,other,0.0
2006,Tennessee,Gary Keplinger,other,0.0
2006,Tennessee,Gloria D. Reagon Price,other,0.0
2006,Tennessee,Christopher Joseph Lugo,other,0.0
2006,Tennessee,Ed Choate,other,0.0
2006,Tennessee,James Anthony Gray,other,0.0
2006,Tennessee,Bob Corker,republican,1.0
2006,Tennessee,John Jay Hooker,other,0.0
2006,Texas,Barbara Ann Radnofsky,democrat,0.0
2006,Texas,Kay Bailey Hutchison,republican,1.0
2006,Texas,Scott Lanier Jameson,other,0.0
2006,Utah,Roger I. Price,other,0.0
2006,Utah,Julian Hatch,other,0.0
2006,Utah,David Starr Seely,other,0.0
2006,Utah,Orrin G. Hatch,republican,1.0
2006,Utah,Pete Ashdown,democrat,0.0
2006,Utah,Scott N. Bradley,other,0.0
2006,Vermont,Pete Diamondstone,other,0.0
2006,Vermont,Rich Tarrant,republican,0.0
2006,Vermont,Peter Moss,other,0.0
2006,Vermont,Bernard Sanders,other,1.0
2006,Vermont,Cris Ericson,other,0.0
2006,Vermont,Craig Hill,other,0.0
2006,Virginia,"James H. ""Jim"" Webb, Jr.",democrat,1.0
2006,Virginia,George Allen,republican,0.0
2006,Virginia,Glenda Gail Parker,other,0.0
2006,Washington,Robin Adair,other,0.0
2006,Washington,Mike McGavick,republican,0.0
2006,Washington,Bruce Guthrie,other,0.0
2006,Washington,Maria Cantwell,democrat,1.0
2006,Washington,Aaron Dixon,other,0.0
2006,West Virginia,Robert C. Byrd,democrat,1.0
2006,West Virginia,John R. Raese,republican,0.0
2006,Wisconsin,Ben J. Glatzel,other,0.0
2006,Wisconsin,Herb Kohl,democrat,1.0
2006,Wisconsin,Robert Gerald Lorge,republican,0.0
2006,Wisconsin,Rae Vogeler,other,0.0
2006,Wyoming,Dale Groutage,democrat,0.0
2006,Wyoming,Craig Thomas,republican,1.0
2008,Alabama,Vivian Davis Figures,democrat,0.0
2008,Alabama,Jeff Sessions,republican,1.0
